rel_x_0,rel_y_0,rel_z_0,rel_x_1,rel_y_1,rel_z_1,rel_x_2,rel_y_2,rel_z_2,rel_x_3,rel_y_3,rel_z_3,rel_x_4,rel_y_4,rel_z_4,rel_x_5,rel_y_5,rel_z_5,rel_x_6,rel_y_6,rel_z_6,rel_x_7,rel_y_7,rel_z_7,rel_x_8,rel_y_8,rel_z_8,rel_x_9,rel_y_9,rel_z_9,rel_x_10,rel_y_10,rel_z_10,rel_x_11,rel_y_11,rel_z_11,rel_x_12,rel_y_12,rel_z_12,rel_x_13,rel_y_13,rel_z_13,rel_x_14,rel_y_14,rel_z_14,rel_x_15,rel_y_15,rel_z_15,rel_x_16,rel_y_16,rel_z_16,rel_x_17,rel_y_17,rel_z_17,rel_x_18,rel_y_18,rel_z_18,rel_x_19,rel_y_19,rel_z_19,rel_x_20,rel_y_20,rel_z_20,dist_wrist_tip_thumb,dist_wrist_tip_index,dist_wrist_tip_middle,dist_wrist_tip_ring,dist_wrist_tip_pinky,dist_mcp_tip_thumb,dist_mcp_tip_index,dist_mcp_tip_middle,dist_mcp_tip_ring,dist_mcp_tip_pinky,dist_thumb_index,dist_index_middle,dist_middle_ring,dist_ring_pinky,is_open_thumb,is_open_index,is_open_middle,is_open_ring,is_open_pinky,label
0.0,0.0,0.0,-0.2925492823123932,-0.3395739793777466,0.012953770346939564,-0.3271545469760895,-0.428512305021286,-0.004682739265263081,-0.3763118088245392,-0.5009884834289551,-0.009389488026499748,-0.4418615996837616,-0.6069512367248535,-0.00931459479033947,-0.17748938500881195,-0.6383737921714783,-0.011245750822126865,-0.16277284920215607,-0.7202863097190857,-0.01816048100590706,-0.16755512356758118,-0.8155152797698975,-0.004515525884926319,-0.1441478282213211,-0.9713712334632874,-0.01088765449821949,-0.01671029068529606,-0.6568645238876343,-0.012012774124741554,-0.0032661803998053074,-0.7840256094932556,0.037045564502477646,0.0014613805105909705,-0.9033656716346741,0.016450898721814156,-0.016094202175736427,-0.9968670606613159,-0.03919340297579765,0.14631198346614838,-0.6014230251312256,0.0034273655619472265,0.13498342037200928,-0.7295165657997131,-0.0295704398304224,0.11927954852581024,-0.8444095849990845,0.021142443642020226,0.12859055399894714,-0.9764456152915955,0.006481679156422615,0.26792076230049133,-0.5533248782157898,0.020619990304112434,0.29011836647987366,-0.6875882744789124,-0.006184247322380543,0.279192715883255,-0.7728668451309204,-0.009583484381437302,0.26951345801353455,-0.9165950417518616,-0.02392413280904293,0.7507539391517639,0.9820085167884827,0.9969969987869263,0.9848763942718506,0.9553973078727722,0.212127685546875,0.33466243743896484,0.340003103017807,0.3754410445690155,0.36327365040779114,0.4705692529678345,0.13056708872318268,0.14611883461475372,0.1531057059764862,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.28781211376190186,-0.3171564042568207,-0.0014402024680748582,-0.33494701981544495,-0.41957545280456543,-0.012902394868433475,-0.39457905292510986,-0.48942944407463074,-0.0007165207643993199,-0.4265303313732147,-0.6392961740493774,0.01643805019557476,-0.15404987335205078,-0.6111235618591309,-0.03975137695670128,-0.15242460370063782,-0.7196432948112488,0.029557880014181137,-0.15646834671497345,-0.8496273756027222,-0.010035140439867973,-0.1345280259847641,-0.9450687170028687,-0.010595204308629036,0.004022500477731228,-0.6479703187942505,-0.014041061513125896,0.00021774212655145675,-0.7808816432952881,-0.029270298779010773,0.012140816077589989,-0.8835841417312622,0.00010226913582300767,0.0067465417087078094,-1.0212305784225464,-0.008412906900048256,0.1362522691488266,-0.6149193048477173,0.008081017062067986,0.17486564815044403,-0.7223813533782959,0.005151007790118456,0.14374259114265442,-0.8662815690040588,-0.0005302774952724576,0.14404916763305664,-0.9130513668060303,-0.003847219282761216,0.28098705410957336,-0.5800301432609558,0.02285645715892315,0.29429447650909424,-0.6631345152854919,-0.01818774826824665,0.30556511878967285,-0.8085277676582336,0.011737141758203506,0.31888777017593384,-0.9148580431938171,-0.011325954459607601,0.768523097038269,0.9545955657958984,1.0212528705596924,0.9243445992469788,0.9688419103622437,0.23804347217082977,0.3345152735710144,0.373270183801651,0.2982339859008789,0.3369661569595337,0.42280277609825134,0.1604965180158615,0.17479917407035828,0.17484793066978455,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.2985052168369293,-0.3450521230697632,-0.03101326897740364,-0.34897154569625854,-0.44093456864356995,0.009471848607063293,-0.41379135847091675,-0.4892509877681732,-0.015665065497159958,-0.45483091473579407,-0.587797224521637,-0.024617286399006844,-0.12925556302070618,-0.6366122364997864,0.0036926772445440292,-0.1438271552324295,-0.7132726311683655,-0.024739013984799385,-0.16639494895935059,-0.8296709060668945,0.005939693655818701,-0.14169341325759888,-0.9448032975196838,-0.013600494712591171,0.005557355470955372,-0.6732152700424194,0.0373154915869236,0.00943003036081791,-0.7928695678710938,0.01313107181340456,-0.011136419139802456,-0.8756937384605408,0.023171911016106606,-0.007665161043405533,-0.9855493307113647,0.008255618624389172,0.1825622022151947,-0.6161808371543884,-0.015074723400175571,0.14487788081169128,-0.7372371554374695,-0.0015420342097058892,0.16744817793369293,-0.8333496451377869,0.016543665900826454,0.16663622856140137,-0.9281969666481018,-0.005293136462569237,0.3029858469963074,-0.5753573775291443,-0.021417850628495216,0.3144387900829315,-0.6783519387245178,0.014280010014772415,0.32790109515190125,-0.7885924577713013,-0.01693587377667427,0.3116806745529175,-0.9066977500915527,0.017127975821495056,0.7432205080986023,0.955369234085083,0.9855791330337524,0.9430361986160278,0.9587730169296265,0.18103823065757751,0.3084419369697571,0.3126138150691986,0.3124223053455353,0.33145442605018616,0.4748772978782654,0.14008501172065735,0.18349459767341614,0.14662915468215942,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.29678860306739807,-0.3561860918998718,0.0034636184573173523,-0.34422025084495544,-0.4382578730583191,0.003074502106755972,-0.3991268575191498,-0.5296445488929749,0.007155747152864933,-0.44158822298049927,-0.5837542414665222,0.021076040342450142,-0.17095571756362915,-0.6047744750976562,0.010275718756020069,-0.15605098009109497,-0.6672090291976929,0.011417809873819351,-0.1536315530538559,-0.8231899738311768,0.013027825392782688,-0.1822824329137802,-0.9386154413223267,-0.015456504188477993,-0.00846454594284296,-0.661271870136261,0.04629317298531532,-0.030377164483070374,-0.7647060751914978,-0.03225431591272354,-0.010631256736814976,-0.8711657524108887,0.0012856003595516086,-0.020902544260025024,-1.0107295513153076,0.013591955415904522,0.14959505200386047,-0.61181640625,-0.013032007031142712,0.17485550045967102,-0.7154912352561951,-0.04050284996628761,0.141841322183609,-0.8474267721176147,0.01704866625368595,0.12350485473871231,-0.9517210721969604,0.010099745355546474,0.26632434129714966,-0.5675175189971924,-0.009498906321823597,0.27885761857032776,-0.6485182046890259,0.008099634200334549,0.27407306432724,-0.77373206615448,0.04244312271475792,0.3128020763397217,-0.92279052734375,-0.00968468189239502,0.7319625616073608,0.9561516046524048,1.0109456777572632,0.9597011804580688,0.9743651747703552,0.1750705987215042,0.3340330719947815,0.34967896342277527,0.34090450406074524,0.35830026865005493,0.43950650095939636,0.1767594814300537,0.1559983789920807,0.19149520993232727,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.28099632263183594,-0.34811505675315857,0.008876388892531395,-0.33838048577308655,-0.43890395760536194,-0.001190507085993886,-0.44861900806427,-0.5278658270835876,-0.005051363259553909,-0.46871674060821533,-0.5755138397216797,-0.028602827340364456,-0.15023910999298096,-0.5908809304237366,-0.028717242181301117,-0.1369529813528061,-0.7248464822769165,-0.019630173221230507,-0.1496691107749939,-0.8345140814781189,-0.012004337273538113,-0.1577538549900055,-0.9557797312736511,0.002270346973091364,0.027100905776023865,-0.6810672283172607,0.0426606684923172,-0.022660009562969208,-0.7772767543792725,0.01176634430885315,0.014146838337182999,-0.896840512752533,-0.0041624451987445354,0.005847599357366562,-1.0088404417037964,0.01699204184114933,0.14139142632484436,-0.5990059971809387,0.006145990453660488,0.16576308012008667,-0.7155555486679077,-0.016579899936914444,0.14695250988006592,-0.8262906074523926,0.012207405641674995,0.15682677924633026,-0.9482401013374329,0.025553297251462936,0.28524860739707947,-0.5655328631401062,-0.00435362383723259,0.29056593775749207,-0.6626187562942505,0.016270192340016365,0.29070860147476196,-0.7871849536895752,0.013639059849083424,0.26351457834243774,-0.8951374888420105,-0.0026028610300272703,0.7422341704368591,0.9687110781669617,1.0088573694229126,0.9611212015151978,0.933118999004364,0.1888115406036377,0.364976167678833,0.32846152782440186,0.3495750427246094,0.33032041788101196,0.4912230372428894,0.17199091613292694,0.16268716752529144,0.11917287111282349,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.29854506254196167,-0.3285726308822632,-0.016364414244890213,-0.3186141848564148,-0.44009026885032654,-0.024283772334456444,-0.38262835144996643,-0.5006250739097595,0.012482396326959133,-0.4405748248100281,-0.6001837253570557,-0.01794508658349514,-0.1597784012556076,-0.5978732109069824,-0.002941147657111287,-0.16162441670894623,-0.7298207879066467,0.008258628658950329,-0.15731880068778992,-0.8498333096504211,0.004873744212090969,-0.14480940997600555,-0.957604169845581,-0.009420766495168209,-0.020561015233397484,-0.6836119294166565,-0.014368884265422821,-0.000881207874044776,-0.770336389541626,0.029507124796509743,0.016345642507076263,-0.8898990750312805,-0.0003803241706918925,-0.010396941564977169,-1.0002776384353638,-0.005773172713816166,0.13920512795448303,-0.604709804058075,0.030654778704047203,0.15159578621387482,-0.7189743518829346,0.013802879489958286,0.14882247149944305,-0.8341386318206787,0.00025184801779687405,0.1579195111989975,-0.9615951180458069,0.0004902034997940063,0.3042571544647217,-0.5481109619140625,0.04306364804506302,0.2734697759151459,-0.6619151830673218,0.0036668400280177593,0.32031702995300293,-0.799624502658844,-0.016794437542557716,0.2809690833091736,-0.9318584203720093,-0.010515100322663784,0.7445311546325684,0.9684913158416748,1.0003317594528198,0.974476158618927,0.973295271396637,0.20125684142112732,0.3600422739982605,0.31682878732681274,0.3573756515979767,0.3844534158706665,0.4639251232147217,0.1410238891839981,0.17270427942276,0.1265917420387268,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.31138700246810913,-0.3352440893650055,0.0068351193331182,-0.32185742259025574,-0.4107436537742615,-0.011538073420524597,-0.41347622871398926,-0.5051212310791016,-0.026404663920402527,-0.42252811789512634,-0.5823084115982056,-0.009383512660861015,-0.13825759291648865,-0.6142181158065796,0.024756325408816338,-0.1910477578639984,-0.7339906096458435,0.00010487399413250387,-0.17499230802059174,-0.8442509770393372,0.012456998229026794,-0.20027700066566467,-0.9521356821060181,0.0024059126153588295,0.013246417045593262,-0.6793696284294128,-0.030682282522320747,0.024309540167450905,-0.770015299320221,-0.014969730749726295,0.030983861535787582,-0.8857648968696594,0.02358594350516796,0.011301553808152676,-0.9690887928009033,0.03510681539773941,0.16332873702049255,-0.6028193831443787,0.027372630313038826,0.1330365091562271,-0.7147092223167419,0.021168489009141922,0.1198844462633133,-0.8552488684654236,-0.04078464210033417,0.1409796178340912,-0.9392368793487549,0.030047141015529633,0.3047997057437897,-0.58320152759552,-0.03406764939427376,0.2799077332019806,-0.6692390441894531,-0.0006538949673995376,0.250099778175354,-0.7888367772102356,-0.026089390739798546,0.2915269732475281,-0.8945010304450989,-0.01879759505391121,0.7194532752037048,0.9729713201522827,0.9691547155380249,0.9497584700584412,0.9408082365989685,0.19891972839832306,0.3435617685317993,0.2897256910800934,0.33715903759002686,0.3115823268890381,0.43147164583206177,0.21225665509700775,0.13306967914104462,0.15705350041389465,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.3077079951763153,-0.3533881902694702,-0.0012535819550976157,-0.33567285537719727,-0.439785897731781,0.010080929845571518,-0.4079538583755493,-0.5243930816650391,-0.0021406072191894054,-0.4655286371707916,-0.6083047389984131,-0.02395755797624588,-0.13964742422103882,-0.6229958534240723,0.004279598128050566,-0.1320376694202423,-0.7283145189285278,0.012283333577215672,-0.10916651040315628,-0.8454574942588806,-0.011516365222632885,-0.11483127623796463,-0.9845288395881653,-0.030303820967674255,0.03150888532400131,-0.6662355661392212,0.011531139723956585,0.018337495625019073,-0.72881680727005,0.02239149808883667,0.018584350124001503,-0.9018331170082092,-0.03212892636656761,0.030389439314603806,-1.0113452672958374,-0.02844507433474064,0.13054391741752625,-0.5871928930282593,0.017632795497775078,0.1434146761894226,-0.7028008103370667,0.0015473661478608847,0.12738214433193207,-0.8146531581878662,0.010778200812637806,0.121509850025177,-0.9528550505638123,-0.0175123643130064,0.28697866201400757,-0.5338587760925293,-0.027971351519227028,0.274616539478302,-0.6847596168518066,-0.009742507711052895,0.2503720819950104,-0.8004598617553711,0.0009704325348138809,0.2398797571659088,-0.8959431648254395,-0.001004762132652104,0.7659971117973328,0.9912029504776001,1.0118017196655273,0.9605714082717896,0.9275001287460327,0.21274662017822266,0.3623836934566498,0.34511151909828186,0.3657737374305725,0.3651348054409027,0.5143279433250427,0.14767591655254364,0.1082775816321373,0.13134077191352844,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.3035842180252075,-0.3511134684085846,-0.01153542660176754,-0.3386691212654114,-0.4174862504005432,-0.019551105797290802,-0.39851000905036926,-0.5012291669845581,-0.033388104289770126,-0.44184958934783936,-0.6099393367767334,0.011411973275244236,-0.1808895319700241,-0.6369131207466125,0.0009616989409551024,-0.15373675525188446,-0.7385647296905518,0.012771849520504475,-0.18637168407440186,-0.8384912014007568,-0.02422032319009304,-0.17504271864891052,-0.9492890238761902,-0.017208267003297806,0.013171614147722721,-0.6711533665657043,0.016713842749595642,-0.020791158080101013,-0.767052948474884,0.028831372037529945,-0.04284299910068512,-0.8994534015655518,0.011541442945599556,-0.010736791417002678,-0.994432806968689,-0.012079703621566296,0.14809778332710266,-0.5949832797050476,0.005088416859507561,0.15592993795871735,-0.7311781644821167,-0.009752124547958374,0.14481046795845032,-0.8315832018852234,-0.00841968972235918,0.15607841312885284,-0.9188689589500427,0.017422493547201157,0.29638808965682983,-0.5686211585998535,-0.04076249152421951,0.2616184651851654,-0.7030618786811829,-0.007030269596725702,0.27538591623306274,-0.7623534202575684,0.006538547575473785,0.2701930105686188,-0.8875589370727539,-0.04422270506620407,0.7531647086143494,0.9652924537658691,0.9944907426834106,0.9320303797721863,0.9277742505073547,0.2183675765991211,0.31243062019348145,0.3241623044013977,0.32398396730422974,0.320011705160141,0.4316759407520294,0.17039483785629272,0.18313166499137878,0.11833198368549347,1.0,1.0,1.0,1.0,1.0,Open Palm
0.0,0.0,0.0,-0.29646578431129456,-0.32593703269958496,-0.02957172505557537,-0.33284369111061096,-0.4199225604534149,-0.008305758237838745,-0.3905082643032074,-0.478439599275589,0.003637325018644333,-0.4462766945362091,-0.6068904399871826,-0.01699688658118248,-0.15868957340717316,-0.6114265322685242,-0.009553149342536926,-0.13451194763183594,-0.7199950814247131,0.020750798285007477,-0.14519521594047546,-0.8415481448173523,-0.019575273618102074,-0.14005768299102783,-0.9443404674530029,0.015139772556722164,0.008433261886239052,-0.6421654224395752,0.008268698118627071,0.018930284306406975,-0.7866068482398987,-0.02489309385418892,-0.040513284504413605,-0.8650593161582947,0.013087312690913677,-0.019277077168226242,-0.9958004951477051,-0.022509781643748283,0.16416707634925842,-0.6108590960502625,0.014515332877635956,0.18167266249656677,-0.7216417193412781,-0.01580948941409588,0.1937583088874817,-0.8092696070671082,0.026908401399850845,0.22281284630298615,-0.9576682448387146,-0.019792096689343452,0.28020694851875305,-0.5460871458053589,-0.03384929150342941,0.3016853928565979,-0.6773701310157776,-0.00853762123733759,0.2629316449165344,-0.8123228549957275,0.01646341197192669,0.2785840332508087,-0.9193494319915771,-0.02590157464146614,0.7533119320869446,0.9546701312065125,0.995987057685852,0.9832466840744019,0.9606313109397888,0.21868707239627838,0.33343490958213806,0.3547190725803375,0.3517327308654785,0.3732658326625824,0.45567816495895386,0.13128627836704254,0.24507468938827515,0.06766650825738907,1.0,1.0,1.0,1.0,1.0,Open Palm
